finished,participantcode,sessioncode,id_in_group,playertreatment_punish,playertreatment,contribution,punish_1,punish_2,punish_3,punish_used,punish_received,belief_punish_1,belief_punish_2,belief_punish_3,belief_punish,belief_contribution,contribution_others,payoff_bonus_1,payoff_bonus_2,payoff_fixed,payoff_total,points_1,points_2,punish_points_received,gender,age,language,income_max,trust,risk,instruction,econ_exp,group_contributions,share_total,group_payoff
complete,m59k3ayp,9uacqac8,2,no_punish,real,20,,,,0,0,,,,0,23,6,.64999998,.64999998,1.1,1.75,13,0,0,2,20,2,1,2,10,4,0,26,13,73
complete,oinvpxb2,9uacqac8,3,no_punish,real,1,,,,0,0,,,,0,0,25,1.6,1.6,1.1,2.7,32,0,0,1,36,2,3,2,7,3,0,26,13,73
complete,qde28p89,9uacqac8,1,no_punish,real,0,,,,0,0,,,,0,12,20,1.5,1.5,1.1,2.5999999,30,0,0,1,28,2,2,1,7,4,2,20,10,70
complete,a0laqsja,9uacqac8,2,no_punish,real,10,,,,0,0,,,,0,20,10,1,1,1.1,2.0999999,20,0,0,2,40,2,2,2,3,4,3,20,10,70
complete,t57n84w5,9uacqac8,3,no_punish,real,10,,,,0,0,,,,0,10,10,1,1,1.1,2.0999999,20,0,0,2,23,2,2,2,6,4,2,20,10,70
complete,1rmql16y,9uacqac8,1,no_punish,real,10,,,,0,0,,,,0,25,17,1.1799999,1.1799999,1.1,2.28,23.5,0,0,1,23,1,2,2,6,5,3,27,13.5,73.5
complete,w1u5m52m,9uacqac8,2,no_punish,real,12,,,,0,0,,,,0,26,15,1.0700001,1.0700001,1.1,2.1700001,21.5,0,0,2,22,2,2,2,4,4,2,27,13.5,73.5
complete,orc7df6o,9uacqac8,3,no_punish,real,5,,,,0,0,,,,0,15,22,1.4299999,1.4299999,1.1,2.53,28.5,0,0,1,24,2,2,2,7,3,5,27,13.5,73.5
complete,h30yzk1b,9uacqac8,1,no_punish,real,8,,,,0,0,,,,0,25,20,1.3,1.3,1.1,2.4000001,26,0,0,2,22,2,3,1,5,4,5,28,14,74
complete,eh2pnpqd,9uacqac8,2,no_punish,real,10,,,,0,0,,,,0,15,18,1.2,1.2,1.1,2.3,24,0,0,2,23,2,2,2,4,4,2,28,14,74
complete,shg39x1y,9uacqac8,3,no_punish,real,10,,,,0,0,,,,0,20,18,1.2,1.2,1.1,2.3,24,0,0,2,26,1,1,2,6,3,2,28,14,74
complete,3dipnalu,9uacqac8,1,no_punish,real,10,,,,0,0,,,,0,20,15,1.13,1.13,1.1,2.23,22.5,0,0,1,36,1,1,2,9,4,0,25,12.5,72.5
complete,x8ipjdf6,9uacqac8,2,no_punish,real,10,,,,0,0,,,,0,30,15,1.13,1.13,1.1,2.23,22.5,0,0,1,26,2,2,2,5,3,2,25,12.5,72.5
complete,5ju5gxdg,9uacqac8,3,no_punish,real,5,,,,0,0,,,,0,12,20,1.38,1.38,1.1,2.48,27.5,0,0,1,22,1,2,2,6,4,2,25,12.5,72.5
complete,69telc9y,9uacqac8,1,no_punish,real,10,,,,0,0,,,,0,20,30,1.5,1.5,1.1,2.5999999,30,0,0,1,57,2,4,2,2,3,2,40,20,80
complete,xdufywe8,9uacqac8,2,no_punish,real,10,,,,0,0,,,,0,30,30,1.5,1.5,1.1,2.5999999,30,0,0,1,26,2,3,2,8,4,5,40,20,80
complete,7nwc0q4t,9uacqac8,3,no_punish,real,20,,,,0,0,,,,0,20,20,1,1,1.1,2.0999999,20,0,0,1,31,2,4,2,7,4,3,40,20,80
complete,c4r49vlx,9uacqac8,1,no_punish,real,20,,,,0,0,,,,0,40,15,.88,.88,1.1,1.98,17.5,0,0,1,28,2,2,2,3,4,6,35,17.5,77.5
complete,990jxiqu,9uacqac8,2,no_punish,real,15,,,,0,0,,,,0,20,20,1.13,1.13,1.1,2.23,22.5,0,0,1,20,1,3,2,6,4,2,35,17.5,77.5
complete,mh1dav0z,9uacqac8,3,no_punish,real,0,,,,0,0,,,,0,10,35,1.88,1.88,1.1,2.98,37.5,0,0,2,18,2,3,2,4,4,2,35,17.5,77.5
complete,p0358ted,9uacqac8,1,no_punish,real,10,,,,0,0,,,,0,20,10,1,1,1.1,2.0999999,20,0,0,3,22,1,2,1,3,4,0,20,10,70
complete,p3tlo7sx,9uacqac8,2,no_punish,real,5,,,,0,0,,,,0,10,15,1.25,1.25,1.1,2.3499999,25,0,0,1,26,1,1,2,3,4,1,20,10,70
complete,mvprug2z,9uacqac8,3,no_punish,real,5,,,,0,0,,,,0,20,15,1.25,1.25,1.1,2.3499999,25,0,0,2,28,1,2,1,9,5,2,20,10,70
complete,9n1iy7fz,9uacqac8,1,no_punish,real,7,,,,0,0,,,,0,24,15,1.2,1.2,1.1,2.3,24,0,0,2,22,2,2,2,8,3,0,22,11,71
complete,epqn11gs,9uacqac8,2,no_punish,real,10,,,,0,0,,,,0,25,12,1.05,1.05,1.1,2.1500001,21,0,0,2,28,2,4,1,4,2,5,22,11,71
complete,dpnnvwjw,9uacqac8,3,no_punish,real,5,,,,0,0,,,,0,0,17,1.3,1.3,1.1,2.4000001,26,0,0,1,28,2,2,2,8,5,1,22,11,71
complete,94ty3yvl,tkog2x7j,1,no_punish,hypothetical,0,,,,0,0,,,,0,10,18,1.45,1.45,1.1,1.1,29,0,0,2,20,2,1,2,3,3,2,18,9,69
complete,ixkaonkk,tkog2x7j,2,no_punish,hypothetical,0,,,,0,0,,,,0,5,18,1.45,1.45,1.1,1.1,29,0,0,1,21,2,1,2,3,4,3,18,9,69
complete,3j3g0u43,tkog2x7j,3,no_punish,hypothetical,18,,,,0,0,,,,0,20,0,.55000001,.55000001,1.1,1.1,11,0,0,1,28,2,2,2,2,5,6,18,9,69
complete,jeuwv2k0,tkog2x7j,1,no_punish,hypothetical,10,,,,0,0,,,,0,15,20,1.25,1.25,1.1,1.1,25,0,0,2,23,1,1,2,7,3,3,30,15,75
complete,ic9iqz3r,tkog2x7j,2,no_punish,hypothetical,15,,,,0,0,,,,0,25,15,1,1,1.1,1.1,20,0,0,2,21,2,3,2,7,3,5,30,15,75
complete,2n1p3cg8,tkog2x7j,3,no_punish,hypothetical,5,,,,0,0,,,,0,20,25,1.5,1.5,1.1,1.1,30,0,0,2,23,2,2,2,3,3,1,30,15,75
complete,8iu1wxpq,tkog2x7j,1,no_punish,hypothetical,0,,,,0,0,,,,0,1,35,1.88,1.88,1.1,1.1,37.5,0,0,1,22,2,1,1,8,3,0,35,17.5,77.5
complete,ox6kicxy,tkog2x7j,2,no_punish,hypothetical,20,,,,0,0,,,,0,20,15,.88,.88,1.1,1.1,17.5,0,0,2,23,2,4,1,4,3,4,35,17.5,77.5
complete,o2gizbf2,tkog2x7j,3,no_punish,hypothetical,15,,,,0,0,,,,0,20,20,1.13,1.13,1.1,1.1,22.5,0,0,2,27,2,4,2,3,3,1,35,17.5,77.5
complete,r0xmvrva,tkog2x7j,1,no_punish,hypothetical,15,,,,0,0,,,,0,30,6,.77999997,.77999997,1.1,1.1,15.5,0,0,1,23,2,3,2,3,4,5,21,10.5,70.5
complete,4nud1rv3,tkog2x7j,2,no_punish,hypothetical,0,,,,0,0,,,,0,10,21,1.53,1.53,1.1,1.1,30.5,0,0,1,31,2,1,2,9,5,10,21,10.5,70.5
complete,9y2uy7cx,tkog2x7j,3,no_punish,hypothetical,6,,,,0,0,,,,0,21,15,1.23,1.23,1.1,1.1,24.5,0,0,2,25,2,2,2,8,3,1,21,10.5,70.5
complete,1txayw7u,tkog2x7j,1,no_punish,hypothetical,5,,,,0,0,,,,0,20,10,1.13,1.13,1.1,1.1,22.5,0,0,2,41,2,4,2,1,4,2,15,7.5,67.5
complete,ieq4achz,tkog2x7j,2,no_punish,hypothetical,0,,,,0,0,,,,0,8,15,1.38,1.38,1.1,1.1,27.5,0,0,2,18,2,2,2,7,4,0,15,7.5,67.5
complete,fyzcinji,tkog2x7j,3,no_punish,hypothetical,10,,,,0,0,,,,0,8,5,.88,.88,1.1,1.1,17.5,0,0,1,28,1,2,2,4,3,5,15,7.5,67.5
complete,a352r651,tkog2x7j,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,5,.88,.88,1.1,1.1,17.5,0,0,2,24,2,3,2,9,3,0,15,7.5,67.5
complete,svwdgxao,tkog2x7j,2,no_punish,hypothetical,0,,,,0,0,,,,0,10,15,1.38,1.38,1.1,1.1,27.5,0,0,1,27,1,2,2,7,4,1,15,7.5,67.5
complete,9qzm1e61,tkog2x7j,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,10,1.13,1.13,1.1,1.1,22.5,0,0,2,25,2,1,2,2,3,0,15,7.5,67.5
complete,bv371ekj,tkog2x7j,1,no_punish,hypothetical,10,,,,0,0,,,,0,24,17,1.1799999,1.1799999,1.1,1.1,23.5,0,0,2,24,2,3,1,8,3,10,27,13.5,73.5
complete,znw36s6e,tkog2x7j,2,no_punish,hypothetical,10,,,,0,0,,,,0,30,17,1.1799999,1.1799999,1.1,1.1,23.5,0,0,1,35,2,1,2,8,3,2,27,13.5,73.5
complete,ljq7ek3v,tkog2x7j,3,no_punish,hypothetical,7,,,,0,0,,,,0,15,20,1.33,1.33,1.1,1.1,26.5,0,0,2,22,2,2,2,2,3,3,27,13.5,73.5
complete,a6kvjo2r,tkog2x7j,1,no_punish,hypothetical,8,,,,0,0,,,,0,16,18,1.25,1.25,1.1,1.1,25,0,0,1,20,2,3,2,3,4,6,26,13,73
complete,nxnjstl9,tkog2x7j,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,16,1.15,1.15,1.1,1.1,23,0,0,1,20,1,2,2,6,4,3,26,13,73
complete,51ifh992,tkog2x7j,3,no_punish,hypothetical,8,,,,0,0,,,,0,15,18,1.25,1.25,1.1,1.1,25,0,0,1,19,2,2,2,6,4,3,26,13,73
complete,px4wa7x6,tkog2x7j,1,no_punish,hypothetical,8,,,,0,0,,,,0,14,25,1.4299999,1.4299999,1.1,1.1,28.5,0,0,1,21,2,2,2,7,4,3,33,16.5,76.5
complete,hq95c224,tkog2x7j,2,no_punish,hypothetical,20,,,,0,0,,,,0,40,13,.82999998,.82999998,1.1,1.1,16.5,0,0,1,19,2,2,2,8,2,2,33,16.5,76.5
complete,s56ieur2,tkog2x7j,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,28,1.58,1.58,1.1,1.1,31.5,0,0,2,31,2,2,2,3,4,2,33,16.5,76.5
complete,9q63bi67,tkog2x7j,1,no_punish,hypothetical,5,,,,0,0,,,,0,10,22,1.4299999,1.4299999,1.1,1.1,28.5,0,0,1,34,1,1,2,5,3,0,27,13.5,73.5
complete,opwye8ef,tkog2x7j,2,no_punish,hypothetical,20,,,,0,0,,,,0,20,7,.68000001,.68000001,1.1,1.1,13.5,0,0,1,35,2,3,1,10,5,1,27,13.5,73.5
complete,gxtvlgfl,tkog2x7j,3,no_punish,hypothetical,2,,,,0,0,,,,0,6,25,1.58,1.58,1.1,1.1,31.5,0,0,2,39,1,2,2,6,4,0,27,13.5,73.5
complete,bdboi5fn,ybkrohbm,1,no_punish,hypothetical,5,,,,0,0,,,,0,10,5,1,1,1.1,1.1,20,0,0,3,21,2,3,2,3,2,0,10,5,65
complete,x8suvh2c,ybkrohbm,2,no_punish,hypothetical,0,,,,0,0,,,,0,0,10,1.25,1.25,1.1,1.1,25,0,0,1,20,2,1,1,8,5,0,10,5,65
complete,quqtjmgb,ybkrohbm,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,5,1,1,1.1,1.1,20,0,0,1,21,2,1,2,8,3,9,10,5,65
complete,b6e2zppw,ybkrohbm,1,no_punish,hypothetical,15,,,,0,0,,,,0,30,10,.88,.88,1.1,1.1,17.5,0,0,1,31,2,3,2,8,3,1,25,12.5,72.5
complete,ntw05yfs,ybkrohbm,2,no_punish,hypothetical,0,,,,0,0,,,,0,0,25,1.63,1.63,1.1,1.1,32.5,0,0,1,39,2,2,2,7,3,3,25,12.5,72.5
complete,61589jp3,ybkrohbm,3,no_punish,hypothetical,10,,,,0,0,,,,0,15,15,1.13,1.13,1.1,1.1,22.5,0,0,1,29,2,3,1,6,4,3,25,12.5,72.5
complete,k9wzqqgm,ybkrohbm,1,no_punish,hypothetical,8,,,,0,0,,,,0,16,18,1.25,1.25,1.1,1.1,25,0,0,1,24,2,3,2,7,3,1,26,13,73
complete,95f0kai0,ybkrohbm,2,no_punish,hypothetical,8,,,,0,0,,,,0,15,18,1.25,1.25,1.1,1.1,25,0,0,1,25,2,3,2,5,3,2,26,13,73
complete,0jv2j7uf,ybkrohbm,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,16,1.15,1.15,1.1,1.1,23,0,0,1,37,2,3,1,7,4,0,26,13,73
complete,f08vuq1w,ybkrohbm,1,no_punish,hypothetical,20,,,,0,0,,,,0,20,20,1,1,1.1,1.1,20,0,0,1,39,2,4,1,3,5,1,40,20,80
complete,nd5aqkg6,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,30,1.5,1.5,1.1,1.1,30,0,0,2,21,1,3,2,8,4,5,40,20,80
complete,yx13vky8,ybkrohbm,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,30,1.5,1.5,1.1,1.1,30,0,0,2,30,2,1,2,8,5,3,40,20,80
complete,63ettyz4,ybkrohbm,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,20,1.25,1.25,1.1,1.1,25,0,0,2,32,2,2,2,8,4,3,30,15,75
complete,3lb0xljl,ybkrohbm,2,no_punish,hypothetical,5,,,,0,0,,,,0,15,25,1.5,1.5,1.1,1.1,30,0,0,2,32,1,2,2,7,2,2,30,15,75
complete,uojsl6ca,ybkrohbm,3,no_punish,hypothetical,15,,,,0,0,,,,0,30,15,1,1,1.1,1.1,20,0,0,2,15,2,2,2,8,2,2,30,15,75
complete,z1gschxg,ybkrohbm,1,no_punish,hypothetical,6,,,,0,0,,,,0,3,12,1.15,1.15,1.1,1.1,23,0,0,1,26,2,2,1,8,3,1,18,9,69
complete,ss8i8cro,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,8,.94999999,.94999999,1.1,1.1,19,0,0,1,36,2,1,2,7,3,2,18,9,69
complete,bv4jsrgm,ybkrohbm,3,no_punish,hypothetical,2,,,,0,0,,,,0,6,16,1.35,1.35,1.1,1.1,27,0,0,2,27,2,1,2,8,2,0,18,9,69
complete,pkmyj8rn,ybkrohbm,1,no_punish,hypothetical,7,,,,0,0,,,,0,19,10,1.0700001,1.0700001,1.1,1.1,21.5,0,0,1,28,2,3,2,5,4,1,17,8.5,68.5
complete,afjwslte,ybkrohbm,2,no_punish,hypothetical,7,,,,0,0,,,,0,15,10,1.0700001,1.0700001,1.1,1.1,21.5,0,0,2,21,1,2,2,6,5,3,17,8.5,68.5
complete,p89166q0,ybkrohbm,3,no_punish,hypothetical,3,,,,0,0,,,,0,0,14,1.28,1.28,1.1,1.1,25.5,0,0,2,29,2,2,2,4,3,1,17,8.5,68.5
complete,ktk6y46j,ybkrohbm,1,no_punish,hypothetical,5,,,,0,0,,,,0,20,25,1.5,1.5,1.1,1.1,30,0,0,2,27,2,1,2,4,2,0,30,15,75
complete,uc020bpr,ybkrohbm,2,no_punish,hypothetical,5,,,,0,0,,,,0,10,25,1.5,1.5,1.1,1.1,30,0,0,1,43,2,2,2,6,2,0,30,15,75
complete,x3x46dp1,ybkrohbm,3,no_punish,hypothetical,20,,,,0,0,,,,0,20,10,.75,.75,1.1,1.1,15,0,0,1,20,2,2,2,7,4,6,30,15,75
complete,3tizjvb0,ybkrohbm,1,no_punish,hypothetical,5,,,,0,0,,,,0,10,8,1.0700001,1.0700001,1.1,1.1,21.5,0,0,1,35,2,1,1,8,2,10,13,6.5,66.5
complete,gwgssuxp,ybkrohbm,2,no_punish,hypothetical,0,,,,0,0,,,,0,0,13,1.33,1.33,1.1,1.1,26.5,0,0,1,26,2,1,2,2,2,8,13,6.5,66.5
complete,fs3xpu9n,ybkrohbm,3,no_punish,hypothetical,8,,,,0,0,,,,0,15,5,.93000001,.93000001,1.1,1.1,18.5,0,0,1,21,1,2,2,6,4,0,13,6.5,66.5
complete,mmzil90u,ybkrohbm,1,no_punish,hypothetical,7,,,,0,0,,,,0,15,18,1.28,1.28,1.1,1.1,25.5,0,0,1,21,2,3,2,3,3,0,25,12.5,72.5
complete,6ks4ihte,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,15,1.13,1.13,1.1,1.1,22.5,0,0,1,25,1,3,2,5,4,3,25,12.5,72.5
complete,y4s4drfh,ybkrohbm,3,no_punish,hypothetical,8,,,,0,0,,,,0,16,17,1.23,1.23,1.1,1.1,24.5,0,0,1,30,2,1,2,6,3,4,25,12.5,72.5
complete,ftcsj5wo,ybkrohbm,1,no_punish,hypothetical,8,,,,0,0,,,,0,15,21,1.33,1.33,1.1,1.1,26.5,0,0,2,52,2,2,1,7,4,2,29,14.5,74.5
complete,9p6w0wm2,ybkrohbm,2,no_punish,hypothetical,20,,,,0,0,,,,0,20,9,.73000002,.73000002,1.1,1.1,14.5,0,0,1,31,2,2,1,8,5,2,29,14.5,74.5
complete,xkafbw1h,ybkrohbm,3,no_punish,hypothetical,1,,,,0,0,,,,0,2,28,1.6799999,1.6799999,1.1,1.1,33.5,0,0,1,24,1,2,1,8,4,0,29,14.5,74.5
complete,r33nog92,ybkrohbm,1,no_punish,hypothetical,3,,,,0,0,,,,0,10,15,1.3,1.3,1.1,1.1,26,0,0,1,31,1,2,2,7,5,1,18,9,69
complete,2odoufhz,ybkrohbm,2,no_punish,hypothetical,5,,,,0,0,,,,0,20,13,1.2,1.2,1.1,1.1,24,0,0,2,21,2,1,2,9,4,4,18,9,69
complete,zr6rmeog,ybkrohbm,3,no_punish,hypothetical,10,,,,0,0,,,,0,20,8,.94999999,.94999999,1.1,1.1,19,0,0,2,24,1,3,1,3,5,4,18,9,69
complete,10eu6mat,ybkrohbm,1,no_punish,hypothetical,0,,,,0,0,,,,0,20,15,1.38,1.38,1.1,1.1,27.5,0,0,1,28,1,1,2,10,5,4,15,7.5,67.5
complete,qo1o4dha,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,18,5,.88,.88,1.1,1.1,17.5,0,0,1,29,2,2,2,8,4,2,15,7.5,67.5
complete,dy21j8jw,ybkrohbm,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,10,1.13,1.13,1.1,1.1,22.5,0,0,1,21,2,3,1,8,3,2,15,7.5,67.5
complete,6121k6lp,ybkrohbm,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,18,1.2,1.2,1.1,1.1,24,0,0,2,23,2,2,1,6,4,2,28,14,74
complete,s19dx758,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,18,1.2,1.2,1.1,1.1,24,0,0,1,22,2,1,1,9,3,0,28,14,74
complete,zssaqxc5,ybkrohbm,3,no_punish,hypothetical,8,,,,0,0,,,,0,10,20,1.3,1.3,1.1,1.1,26,0,0,2,36,2,2,2,6,3,0,28,14,74
complete,sn9197xt,ybkrohbm,1,no_punish,hypothetical,20,,,,0,0,,,,0,30,2,.55000001,.55000001,1.1,1.1,11,0,0,1,23,2,2,2,8,3,0,22,11,71
complete,nt40tz80,ybkrohbm,2,no_punish,hypothetical,2,,,,0,0,,,,0,10,20,1.45,1.45,1.1,1.1,29,0,0,2,22,1,3,2,4,5,0,22,11,71
complete,ehhdt5wz,ybkrohbm,3,no_punish,hypothetical,0,,,,0,0,,,,0,0,22,1.55,1.55,1.1,1.1,31,0,0,2,24,2,1,2,5,4,0,22,11,71
complete,2ognghhz,ybkrohbm,1,no_punish,hypothetical,5,,,,0,0,,,,0,12,15,1.25,1.25,1.1,1.1,25,0,0,2,21,2,3,2,1,2,1,20,10,70
complete,0dt80kpy,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,20,10,1,1,1.1,1.1,20,0,0,1,37,1,1,1,5,3,1,20,10,70
complete,kyqjpq5k,ybkrohbm,3,no_punish,hypothetical,5,,,,0,0,,,,0,10,15,1.25,1.25,1.1,1.1,25,0,0,2,36,1,2,2,6,3,10,20,10,70
complete,4i9xtqmy,ybkrohbm,1,no_punish,hypothetical,10,,,,0,0,,,,0,20,12,1.05,1.05,1.1,1.1,21,0,0,2,31,2,2,2,3,3,5,22,11,71
complete,z9kccafp,ybkrohbm,2,no_punish,hypothetical,8,,,,0,0,,,,0,16,14,1.15,1.15,1.1,1.1,23,0,0,2,25,1,2,2,8,5,5,22,11,71
complete,nxqzy0je,ybkrohbm,3,no_punish,hypothetical,4,,,,0,0,,,,0,11,18,1.35,1.35,1.1,1.1,27,0,0,2,25,2,2,2,2,4,1,22,11,71
complete,gwy99o6l,ybkrohbm,1,no_punish,hypothetical,0,,,,0,0,,,,0,0,11,1.28,1.28,1.1,1.1,25.5,0,0,2,25,2,2,2,2,4,5,11,5.5,65.5
complete,ukak0hz6,ybkrohbm,2,no_punish,hypothetical,10,,,,0,0,,,,0,24,1,.77999997,.77999997,1.1,1.1,15.5,0,0,1,19,2,1,2,7,4,3,11,5.5,65.5
complete,h2odh8sy,ybkrohbm,3,no_punish,hypothetical,1,,,,0,0,,,,0,0,10,1.23,1.23,1.1,1.1,24.5,0,0,2,28,1,1,2,6,3,0,11,5.5,65.5
complete,h2c9obw7,ybkrohbm,1,no_punish,hypothetical,2,,,,0,0,,,,0,5,12,1.25,1.25,1.1,1.1,25,0,0,2,25,2,3,2,2,4,2,14,7,67
complete,t4e42w5n,ybkrohbm,2,no_punish,hypothetical,2,,,,0,0,,,,0,5,12,1.25,1.25,1.1,1.1,25,0,0,2,32,2,4,2,5,3,3,14,7,67
complete,smtzfbbd,ybkrohbm,3,no_punish,hypothetical,10,,,,0,0,,,,0,13,4,.85000002,.85000002,1.1,1.1,17,0,0,2,22,2,1,2,6,3,0,14,7,67
complete,fl0kwvvs,nspdyu5u,1,no_punish,real,10,,,,0,0,,,,0,20,8,.94999999,.94999999,1.1,2.05,19,0,0,1,20,2,2,1,3,4,5,18,9,69
complete,xxfo4wpt,nspdyu5u,2,no_punish,real,0,,,,0,0,,,,0,20,18,1.45,1.45,1.1,2.55,29,0,0,1,23,2,1,2,7,5,3,18,9,69
complete,ajs3g5vx,nspdyu5u,3,no_punish,real,8,,,,0,0,,,,0,24,10,1.05,1.05,1.1,2.1500001,21,0,0,1,49,2,2,2,6,3,1,18,9,69
complete,plaj67zn,nspdyu5u,1,no_punish,real,5,,,,0,0,,,,0,10,25,1.5,1.5,1.1,2.5999999,30,0,0,2,26,2,2,2,2,4,3,30,15,75
complete,57d769f7,nspdyu5u,2,no_punish,real,5,,,,0,0,,,,0,20,25,1.5,1.5,1.1,2.5999999,30,0,0,1,36,2,2,2,3,4,5,30,15,75
complete,cyzd53b3,nspdyu5u,3,no_punish,real,20,,,,0,0,,,,0,40,10,.75,.75,1.1,1.85,15,0,0,1,23,2,2,2,6,3,4,30,15,75
complete,2z2wngdq,nspdyu5u,1,no_punish,real,13,,,,0,0,,,,0,30,18,1.13,1.13,1.1,2.23,22.5,0,0,1,24,2,3,2,7,2,1,31,15.5,75.5
complete,8ycqfy8y,nspdyu5u,2,no_punish,real,10,,,,0,0,,,,0,20,21,1.28,1.28,1.1,2.3800001,25.5,0,0,1,25,2,2,2,4,4,10,31,15.5,75.5
complete,cp1a25de,nspdyu5u,3,no_punish,real,8,,,,0,0,,,,0,19,23,1.38,1.38,1.1,2.48,27.5,0,0,1,23,2,1,1,8,5,3,31,15.5,75.5
complete,t9esabti,nspdyu5u,1,no_punish,real,10,,,,0,0,,,,0,20,20,1.25,1.25,1.1,2.3499999,25,0,0,1,24,2,2,2,2,3,1,30,15,75
complete,l4pomwnm,nspdyu5u,2,no_punish,real,5,,,,0,0,,,,0,10,25,1.5,1.5,1.1,2.5999999,30,0,0,1,22,2,2,2,4,4,7,30,15,75
complete,b3nvzvel,nspdyu5u,3,no_punish,real,15,,,,0,0,,,,0,30,15,1,1,1.1,2.0999999,20,0,0,1,30,2,4,2,5,3,2,30,15,75
complete,0nj8l5w1,nspdyu5u,1,no_punish,real,10,,,,0,0,,,,0,20,19,1.23,1.23,1.1,2.3299999,24.5,0,0,1,20,2,2,2,6,4,10,29,14.5,74.5
complete,gd1pseb0,nspdyu5u,2,no_punish,real,6,,,,0,0,,,,0,15,23,1.4299999,1.4299999,1.1,2.53,28.5,0,0,2,26,2,3,1,3,4,1,29,14.5,74.5
complete,19zmx36x,nspdyu5u,3,no_punish,real,13,,,,0,0,,,,0,22,16,1.0700001,1.0700001,1.1,2.1700001,21.5,0,0,1,18,2,4,2,4,4,3,29,14.5,74.5
complete,1y1c7ehm,nspdyu5u,1,no_punish,real,15,,,,0,0,,,,0,20,32,1.4299999,1.4299999,1.1,2.53,28.5,0,0,1,46,2,4,2,3,2,3,47,23.5,83.5
complete,2thvfzyh,nspdyu5u,2,no_punish,real,20,,,,0,0,,,,0,40,27,1.1799999,1.1799999,1.1,2.28,23.5,0,0,1,24,2,2,2,8,4,12,47,23.5,83.5
complete,272prjr7,nspdyu5u,3,no_punish,real,12,,,,0,0,,,,0,30,35,1.58,1.58,1.1,2.6800001,31.5,0,0,1,29,2,2,1,7,4,2,47,23.5,83.5
complete,prakh6mv,nspdyu5u,1,no_punish,real,5,,,,0,0,,,,0,14,12,1.1799999,1.1799999,1.1,2.28,23.5,0,0,2,67,2,2,1,4,5,2,17,8.5,68.5
complete,70khaifu,nspdyu5u,2,no_punish,real,7,,,,0,0,,,,0,18,10,1.0700001,1.0700001,1.1,2.1700001,21.5,0,0,2,28,1,3,1,8,4,1,17,8.5,68.5
complete,dbtv7yyd,nspdyu5u,3,no_punish,real,5,,,,0,0,,,,0,15,12,1.1799999,1.1799999,1.1,2.28,23.5,0,0,1,22,2,1,2,7,5,2,17,8.5,68.5
complete,qalbumj2,nspdyu5u,1,no_punish,real,0,,,,0,0,,,,0,10,11,1.28,1.28,1.1,2.3800001,25.5,0,0,1,23,2,1,2,5,4,3,11,5.5,65.5
complete,zbl24o4o,nspdyu5u,2,no_punish,real,5,,,,0,0,,,,0,10,6,1.03,1.03,1.1,2.1300001,20.5,0,0,2,23,2,1,2,2,4,2,11,5.5,65.5
complete,3j2559tc,nspdyu5u,3,no_punish,real,6,,,,0,0,,,,0,10,5,.98000002,.98000002,1.1,2.0799999,19.5,0,0,1,42,1,2,2,4,3,2,11,5.5,65.5
complete,tofc3maz,nspdyu5u,1,no_punish,real,10,,,,0,0,,,,0,10,0,.75,.75,1.1,1.85,15,0,0,3,24,2,4,2,4,4,0,10,5,65
complete,hq9emkse,nspdyu5u,2,no_punish,real,0,,,,0,0,,,,0,0,10,1.25,1.25,1.1,2.3499999,25,0,0,1,26,2,2,2,3,4,1,10,5,65
complete,3h4qnkd0,nspdyu5u,3,no_punish,real,0,,,,0,0,,,,0,20,10,1.25,1.25,1.1,2.3499999,25,0,0,1,18,2,1,2,7,4,2,10,5,65
complete,vjja1qob,nspdyu5u,1,no_punish,real,15,,,,0,0,,,,0,30,25,1.25,1.25,1.1,2.3499999,25,0,0,1,50,2,2,2,6,3,3,40,20,80
complete,npfscwik,nspdyu5u,2,no_punish,real,13,,,,0,0,,,,0,30,27,1.35,1.35,1.1,2.45,27,0,0,1,22,1,1,2,7,3,0,40,20,80
complete,dvpyy8lr,nspdyu5u,3,no_punish,real,12,,,,0,0,,,,0,17,28,1.4,1.4,1.1,2.5,28,0,0,2,28,2,3,1,9,3,1,40,20,80
complete,n2is8vlc,nspdyu5u,1,no_punish,real,10,,,,0,0,,,,0,10,28,1.45,1.45,1.1,2.55,29,0,0,1,43,2,5,2,3,3,3,38,19,79
